state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Andhra Pradesh,Anantapur,Anantapur,Mousambi(Sweet Lime),Mousambi,Medium,18/09/2025,700,1600,1200
Andhra Pradesh,Chittor,Chittoor,Gur(Jaggery),NO 2,FAQ,18/09/2025,3000,3500,3500
Andhra Pradesh,East Godavari,Ravulapelem,Banana,Bhushavali(Pacha),Large,18/09/2025,1700,2300,2100
Andhra Pradesh,East Godavari,Ravulapelem,Banana,Desi(Bontha),Large,18/09/2025,1800,2400,2200
Andhra Pradesh,Krishna,Tiruvuru,Maize,Hybrid/Local,FAQ,18/09/2025,2300,2400,2350
Andhra Pradesh,Krishna,Tiruvuru,Rice,1009 Kar,FAQ,18/09/2025,4400,4800,4600
Andhra Pradesh,Nellore,Atmakur(SPS),Paddy(Dhan)(Common),MTU-1010,FAQ,18/09/2025,2300,2400,2320
Andhra Pradesh,Nellore,Rapur,Paddy(Dhan)(Common),Common,Non-FAQ,18/09/2025,2370,2490,2450
Andhra Pradesh,Nellore,Rapur,Wood,Casuarina,FAQ,18/09/2025,5600,6000,5800
Gujarat,Amreli,Damnagar,Brinjal,Other,FAQ,18/09/2025,2850,3550,3200
Gujarat,Amreli,Damnagar,Cabbage,Cabbage,FAQ,18/09/2025,650,1550,900
Gujarat,Bharuch,Jambusar,Bajra(Pearl Millet/Cumbu),Other,FAQ,18/09/2025,2300,2700,2500
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,18/09/2025,3000,3600,3300
Gujarat,Bharuch,Jambusar(Kaavi),Bajra(Pearl Millet/Cumbu),Other,FAQ,18/09/2025,2200,3000,2600
Gujarat,Chhota Udaipur,Bodeliu,Maize,Deshi Red,FAQ,18/09/2025,2050,2100,2070
Gujarat,Devbhumi Dwarka,Bhanvad,Corriander seed,Other,FAQ,18/09/2025,6000,7000,6500
Gujarat,Devbhumi Dwarka,Bhanvad,Groundnut,G20,Non-FAQ,18/09/2025,4500,5000,4700
Gujarat,Devbhumi Dwarka,Bhanvad,"Sesamum(Sesame,Gingelly,Til)",White,Non-FAQ,18/09/2025,6500,7300,7000
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Brinjal,Brinjal,FAQ,18/09/2025,4000,4000,4000
Gujarat,Sabarkantha,Modasa,Maize,Hybrid Red (Cattle Feed),FAQ,18/09/2025,2150,2300,2300
Gujarat,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,18/09/2025,2550,2650,2650
Gujarat,Surat,Surat,Onion,Other,FAQ,18/09/2025,500,1700,1100
Gujarat,Surat,Surat,Papaya (Raw),Other,FAQ,18/09/2025,500,1000,750
Gujarat,Surat,Surat,Potato,Other,FAQ,18/09/2025,550,2100,1325
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,18/09/2025,2000,4800,3400
Gujarat,Valsad,Chikli(Khorgam),Pointed gourd (Parval),Other,FAQ,18/09/2025,3500,4500,4000
Haryana,Gurgaon,Gurgaon,Bitter gourd,Other,FAQ,18/09/2025,1500,2500,2000
Haryana,Gurgaon,Gurgaon,Pomegranate,Other,Large,18/09/2025,5000,10000,7500
Haryana,Gurgaon,Gurgaon,Potato,Other,FAQ,18/09/2025,800,1200,1000
Haryana,Hissar,Barwala(Hisar),Cabbage,Other,FAQ,18/09/2025,2000,2500,2400
Haryana,Hissar,Barwala(Hisar),Colacasia,Arabi,FAQ,18/09/2025,2500,3000,2800
Haryana,Hissar,Barwala(Hisar),Ridgeguard(Tori),Other,FAQ,18/09/2025,4000,5000,4800
Haryana,Hissar,Barwala(Hisar),Tinda,Other,FAQ,18/09/2025,4000,5000,4500
Haryana,Hissar,Hansi,Apple,Other,Medium,18/09/2025,5000,15000,10000
Haryana,Hissar,Hansi,Capsicum,Other,FAQ,18/09/2025,5000,7000,6000
Haryana,Hissar,Hansi,Cauliflower,Other,FAQ,18/09/2025,4000,6000,5000
Haryana,Hissar,Hansi,Ginger(Dry),Other,FAQ,18/09/2025,6000,7000,6500
Haryana,Hissar,Hansi,Lemon,Other,FAQ,18/09/2025,3500,4000,3800
Haryana,Hissar,Hansi,Mousambi(Sweet Lime),Other,Medium,18/09/2025,3000,4000,3500
Haryana,Hissar,Hansi,Pumpkin,Other,FAQ,18/09/2025,1000,1500,1300
Haryana,Hissar,Hansi,Tomato,Other,FAQ,18/09/2025,2000,3000,2500
Haryana,Kaithal,Dhand,Potato,Other,FAQ,18/09/2025,1000,1300,1270
Haryana,Kaithal,Dhand,Tomato,Deshi,FAQ,18/09/2025,1500,2000,1800
Haryana,Kurukshetra,Pehowa,Onion,Other,FAQ,18/09/2025,1900,1960,1950
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,18/09/2025,6000,8000,8000
Haryana,Mahendragarh-Narnaul,Narnaul,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,2500,4000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Brinjal,Brinjal,FAQ,18/09/2025,1800,2500,2000
Haryana,Mahendragarh-Narnaul,Narnaul,Onion,Onion,FAQ,18/09/2025,1300,1600,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,18/09/2025,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Tomato,FAQ,18/09/2025,2000,3000,3000
Haryana,Mewat,Punhana,Potato,Other,FAQ,18/09/2025,1200,1200,1200
Haryana,Panipat,Panipat(Baharpur),Paddy(Dhan)(Basmati),Basmati 1509,FAQ,18/09/2025,2750,3150,2950
Haryana,Rewari,Kosli,Potato,Other,FAQ,18/09/2025,1000,1200,1100
Himachal Pradesh,Chamba,Chamba,Onion,Other,FAQ,18/09/2025,2300,2500,2400
Himachal Pradesh,Kangra,Dharamshala,Carrot,Other,FAQ,18/09/2025,2500,3000,2750
Himachal Pradesh,Kangra,Dharamshala,Cauliflower,Other,FAQ,18/09/2025,4000,4800,4400
Himachal Pradesh,Kangra,Dharamshala,Cucumbar(Kheera),Other,FAQ,18/09/2025,3000,4000,3500
Himachal Pradesh,Kangra,Dharamshala,Garlic,Other,FAQ,18/09/2025,10000,12000,11000
Himachal Pradesh,Kangra,Dharamshala,Green Chilli,Other,FAQ,18/09/2025,5000,6000,5500
Himachal Pradesh,Kangra,Kangra,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,3000,4500,4000
Himachal Pradesh,Kangra,Kangra,Bottle gourd,Other,FAQ,18/09/2025,3200,6000,4500
Himachal Pradesh,Kangra,Kangra,Ginger(Green),Other,FAQ,18/09/2025,7500,8000,7700
Himachal Pradesh,Kangra,Kangra,Guava,Other,Medium,18/09/2025,5500,6000,5700
Himachal Pradesh,Kangra,Kangra,Pear(Marasebu),Other,Medium,18/09/2025,5000,8000,6000
Himachal Pradesh,Kangra,Kangra(Baijnath),Cabbage,Cabbage,FAQ,18/09/2025,3200,3600,3300
Himachal Pradesh,Kangra,Kangra(Baijnath),Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,4000,4200,4100
Himachal Pradesh,Kangra,Kangra(Baijnath),Green Chilli,Green Chilly,FAQ,18/09/2025,5800,6000,5900
Himachal Pradesh,Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,18/09/2025,5000,5200,5100
Himachal Pradesh,Kangra,Kangra(Baijnath),Mousambi(Sweet Lime),Mousambi,Medium,18/09/2025,5000,5000,5000
Himachal Pradesh,Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,18/09/2025,2600,2800,2700
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cabbage,Cabbage,FAQ,18/09/2025,2500,3000,2800
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),French Beans (Frasbean),French Beans (Frasbean),FAQ,18/09/2025,8000,8500,8200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Green Chilli,Green Chilly,FAQ,18/09/2025,5000,5500,5200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pomegranate,Other,Medium,18/09/2025,6000,12000,10000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Potato,Other,FAQ,18/09/2025,1000,1600,1200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pumpkin,Other,FAQ,18/09/2025,2000,3500,2500
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Tomato,Deshi,FAQ,18/09/2025,2200,2400,2300
Himachal Pradesh,Shimla,Rohroo,Carrot,Carrot,FAQ,18/09/2025,2500,3000,2800
Himachal Pradesh,Shimla,Rohroo,Potato,Other,FAQ,18/09/2025,1800,2000,1900
Himachal Pradesh,Shimla,Rohroo,Tomato,Deshi,FAQ,18/09/2025,2300,2500,2400
Jammu and Kashmir,Rajouri,Rajouri (F&V),Tomato,Other,Non-FAQ,18/09/2025,4500,4700,4600
Jammu and Kashmir,Udhampur,Udhampur,Apple,Delicious,Medium,18/09/2025,7000,8000,7500
Jammu and Kashmir,Udhampur,Udhampur,Onion,Other,FAQ,18/09/2025,1800,2200,2000
Jammu and Kashmir,Udhampur,Udhampur,Tomato,Other,FAQ,18/09/2025,1000,2200,1600
Karnataka,Bangalore,Ramanagara,Alsandikai,Alsandikai,Local,18/09/2025,4000,4800,4400
Karnataka,Bangalore,Ramanagara,Beetroot,Beetroot,Local,18/09/2025,2000,2500,2300
Karnataka,Bangalore,Ramanagara,Bitter gourd,Bitter Gourd,Local,18/09/2025,2000,2800,2400
Karnataka,Bangalore,Ramanagara,Bottle gourd,Bottle Gourd,Local,18/09/2025,600,1000,800
Karnataka,Bangalore,Ramanagara,Capsicum,Capsicum,Local,18/09/2025,4000,5000,4500
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,Local,18/09/2025,1000,1800,1400
Karnataka,Chamrajnagar,Gundlupet,Coconut,Grade-I,Local,18/09/2025,23000,23000,23000
Kerala,Alappuzha,Chengannur,Brinjal,Brinjal,FAQ,18/09/2025,3800,4100,4000
Kerala,Alappuzha,Chengannur,Ginger(Green),Green Ginger,FAQ,18/09/2025,0,0,7000
Kerala,Alappuzha,Chengannur,Green Chilli,Green Chilly,FAQ,18/09/2025,3700,4100,4000
Kerala,Alappuzha,Cherthala,Amaranthus,Other,FAQ,18/09/2025,5000,5200,5100
Kerala,Alappuzha,Cherthala,Cabbage,Cabbage,FAQ,18/09/2025,3600,4000,3800
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,4200,4400,4300
Kerala,Alappuzha,Cherthala,Little gourd (Kundru),Other,FAQ,18/09/2025,3200,3400,3300
Kerala,Alappuzha,Harippad,Amaranthus,Other,FAQ,18/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,18/09/2025,4000,4600,4000
Kerala,Alappuzha,Harippad,Bitter gourd,Other,FAQ,18/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,18/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,18/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Onion,Other,FAQ,18/09/2025,5000,5500,5000
Kerala,Ernakulam,Amalapuram  VFPCK,Banana,Nendra Bale,Large,18/09/2025,3400,3600,3500
Kerala,Ernakulam,Perumbavoor,Ashgourd,Ashgourd,FAQ,18/09/2025,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Colacasia,Other,FAQ,18/09/2025,6000,7000,6500
Kerala,Ernakulam,Perumbavoor,Cowpea(Veg),Cowpea (Veg),FAQ,18/09/2025,7000,8000,7500
Kerala,Ernakulam,Perumbavoor,Indian Beans (Seam),Indian Beans (Seam),FAQ,18/09/2025,4000,5000,4500
Kerala,Ernakulam,Perumbavoor,Pineapple,Pine Apple,Medium,18/09/2025,4000,5000,4500
Kerala,Kannur,Thalasserry,Black pepper,Other,FAQ,18/09/2025,64800,65300,65000
Kerala,Kannur,Thalasserry,Coconut Oil,Other,FAQ,18/09/2025,38800,39300,39000
Kerala,Kannur,Thalasserry,Potato,Other,FAQ,18/09/2025,2200,2400,2300
Kerala,Kollam,Sasthamkotta,Ashgourd,Other,FAQ,18/09/2025,2500,3000,2800
Kerala,Kollam,Sasthamkotta,Brinjal,Other,FAQ,18/09/2025,4000,4500,4200
Kerala,Kollam,Sasthamkotta,Tomato,Other,FAQ,18/09/2025,3000,3500,3200
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,Medium,18/09/2025,2600,3000,2800
Kerala,Kottayam,Kottayam,Beetroot,Beetroot,FAQ,18/09/2025,3500,3900,3700
Kerala,Kottayam,Kottayam,Black Gram (Urd Beans)(Whole),Black Gram (Whole),FAQ,18/09/2025,10000,11400,10700
Kerala,Kottayam,Kottayam,Cluster beans,Cluster Beans,FAQ,18/09/2025,4800,5200,5000
Kerala,Kottayam,Kottayam,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,2800,3200,3000
Kerala,Kottayam,Kottayam,Tomato,Other,FAQ,18/09/2025,2800,3200,3000
Kerala,Kottayam,Kuruppanthura,Banana - Green,Banana - Green,FAQ,18/09/2025,4600,5000,5000
Kerala,Kottayam,Kuruppanthura,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,5000,6000,5500
Kerala,Kottayam,Kuruppanthura,Carrot,Carrot,FAQ,18/09/2025,7400,8000,8000
Kerala,Kottayam,Kuruppanthura,Pineapple,Pine Apple,Large,18/09/2025,3500,4000,4000
Kerala,Kottayam,Pampady,Banana,Robusta,Medium,18/09/2025,3500,4500,4000
Kerala,Kottayam,Pampady,Banana - Green,Banana - Green,FAQ,18/09/2025,5500,6500,6000
Kerala,Kottayam,Pampady,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,6500,7500,7000
Kerala,Kottayam,Pampady,Brinjal,Brinjal,FAQ,18/09/2025,2500,3500,3000
Kerala,Kottayam,Pampady,Indian Beans (Seam),Other,FAQ,18/09/2025,5000,6000,5500
Kerala,Kozhikode(Calicut),Kallachi,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,3300,3700,3500
Kerala,Kozhikode(Calicut),Kallachi,Cowpea(Veg),Cowpea (Veg),FAQ,18/09/2025,3300,3700,3500
Kerala,Kozhikode(Calicut),Kallachi,Green Chilli,Green Chilly,FAQ,18/09/2025,4300,4700,4500
Kerala,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,FAQ,18/09/2025,3300,3500,3400
Kerala,Kozhikode(Calicut),Mukkom,Apple,Other,Large,18/09/2025,10000,11000,10500
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,FAQ,18/09/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,FAQ,18/09/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Mukkom,Coconut Seed,Other,FAQ,18/09/2025,7000,7300,7100
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,FAQ,18/09/2025,7200,7600,7400
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,18/09/2025,4600,5000,4800
Kerala,Kozhikode(Calicut),Mukkom,Tomato,Tomato,FAQ,18/09/2025,2000,2300,2100
Kerala,Kozhikode(Calicut),Palayam,Bottle gourd,Other,FAQ,18/09/2025,2000,2200,2000
Kerala,Kozhikode(Calicut),Palayam,Cabbage,Other,FAQ,18/09/2025,1300,1300,1300
Kerala,Kozhikode(Calicut),Palayam,Ginger(Green),Other,FAQ,18/09/2025,4800,4800,4800
Kerala,Kozhikode(Calicut),Palayam,Tomato,Other,FAQ,18/09/2025,1607,1607,1607
Kerala,Palakad,Puthupariyaram  VFPCK,Banana - Green,Banana - Green,FAQ,18/09/2025,2500,2800,2600
Kerala,Pathanamthitta,Kuttoor,Ashgourd,Ashgourd,FAQ,18/09/2025,4600,5000,4800
Kerala,Pathanamthitta,Kuttoor,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,4600,5000,4800
Kerala,Pathanamthitta,Kuttoor,Brinjal,Brinjal,FAQ,18/09/2025,5100,5500,5300
Kerala,Pathanamthitta,Kuttoor,Coconut Oil,Copra Oil,FAQ,18/09/2025,48000,52000,50000
Kerala,Pathanamthitta,Mezhuveli  VFPCK,Pumpkin,Other,FAQ,18/09/2025,3000,3200,3100
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,FAQ,18/09/2025,3800,4000,3800
Kerala,Thiruvananthapuram,Parassala,Carrot,Carrot,FAQ,18/09/2025,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,FAQ,18/09/2025,3500,3800,3500
Kerala,Thiruvananthapuram,Parassala,Tomato,Tomato,FAQ,18/09/2025,5000,5500,5000
Kerala,Wayanad,Pulpally,Rubber,Other,FAQ,18/09/2025,18600,18800,18700
Madhya Pradesh,Chhatarpur,Bakswaha,Wheat,Mill Quality,Non-FAQ,18/09/2025,2415,2501,2501
Madhya Pradesh,Chhindwara,Chhindwara,Wheat,Mill Quality,Non-FAQ,18/09/2025,2640,2640,2640
Madhya Pradesh,Dewas,Bagli,Maize,Yellow,Non-FAQ,18/09/2025,1400,1400,1400
Madhya Pradesh,Dewas,Sonkatch,Wheat,Wheat,FAQ,18/09/2025,2470,2470,2470
Madhya Pradesh,Dhar,Kukshi,Cotton,Without Ginned Cotton,FAQ,18/09/2025,5800,6000,6000
Madhya Pradesh,Dhar,Kukshi,Wheat,Wheat,FAQ,18/09/2025,2600,2600,2600
Madhya Pradesh,Indore,Indore,Garlic,Garlic,FAQ,18/09/2025,2020,4295,4295
Madhya Pradesh,Indore,Sanwer,Soyabean,Soyabeen,FAQ,18/09/2025,3011,3011,3011
Madhya Pradesh,Khargone,Karhi,Maize,Local,FAQ,18/09/2025,1500,1500,1500
Madhya Pradesh,Khargone,Khargone,Cotton,Without Ginned Cotton,FAQ,18/09/2025,6000,6000,6000
Madhya Pradesh,Mandla,Mandla,Wheat,Mill Quality,Non-FAQ,18/09/2025,2300,2300,2300
Madhya Pradesh,Mandla,Nainpur,Paddy(Dhan)(Common),Common,Non-FAQ,18/09/2025,1900,1900,1900
Maharashtra,Ahmednagar,Karjat(Rashin),Black Gram (Urd Beans)(Whole),Other,Non-FAQ,18/09/2025,3000,6500,6000
Maharashtra,Ahmednagar,Karjat(Rashin),Jowar(Sorghum),Other,Local,18/09/2025,2000,3500,2600
Maharashtra,Ahmednagar,Shrirampur,Bottle gourd,Other,Local,18/09/2025,500,800,650
Maharashtra,Ahmednagar,Shrirampur,Ginger(Green),Other,Local,18/09/2025,1500,2500,2000
Maharashtra,Ahmednagar,Shrirampur,Papaya,Other,Local,18/09/2025,800,1000,900
Maharashtra,Mumbai,Mumbai,Ginger(Green),Other,Local,18/09/2025,2600,6500,4550
Maharashtra,Mumbai,Mumbai,Pumpkin,Other,Local,18/09/2025,1400,3400,2400
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,Local,18/09/2025,800,1200,1000
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,Local,18/09/2025,6,7,7
Maharashtra,Pune,Pune(Pimpri),Ridgeguard(Tori),Other,Local,18/09/2025,4000,4000,4000
Maharashtra,Sholapur,Akluj,Beans,Other,Local,18/09/2025,3500,4500,4000
Maharashtra,Sholapur,Akluj,Bitter gourd,Other,Local,18/09/2025,1500,3200,2500
Maharashtra,Sholapur,Akluj,Brinjal,Other,Local,18/09/2025,1400,3000,2300
Maharashtra,Sholapur,Akluj,Chilly Capsicum,Other,Local,18/09/2025,2000,3500,3000
Maharashtra,Thane,Palghar,Rice,1009 Kar,Local,18/09/2025,4545,4545,4545
Odisha,Bargarh,Godabhaga,Cauliflower,Other,FAQ,18/09/2025,7500,8000,7500
Odisha,Boudh,Boudh,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,4800,5200,5000
Odisha,Boudh,Boudh,Potato,Other,FAQ,18/09/2025,1800,2500,2000
Odisha,Boudh,Khunthabandha,Brinjal,Other,FAQ,18/09/2025,3000,3500,3200
Odisha,Boudh,Khunthabandha,Potato,Other,Non-FAQ,18/09/2025,1000,1500,1200
Odisha,Boudh,Khunthabandha,Tomato,Other,Non-FAQ,18/09/2025,1000,1500,1200
Odisha,Cuttack,Banki,Green Chilli,Other,FAQ,18/09/2025,6000,6200,6100
Odisha,Cuttack,Banki,Pointed gourd (Parval),Other,FAQ,18/09/2025,5000,5200,5100
Odisha,Dhenkanal,Hindol,Brinjal,Brinjal,FAQ,18/09/2025,3500,4000,3800
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,5000,5500,5200
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,18/09/2025,2500,3000,2800
Odisha,Mayurbhanja,Karanjia,Fish,Other,FAQ,18/09/2025,19000,20000,20000
Odisha,Sonepur,Dungurapalli,Pointed gourd (Parval),Other,FAQ,18/09/2025,3000,3520,3200
Odisha,Sonepur,Dungurapalli,Potato,Other,Non-FAQ,18/09/2025,2000,2000,2000
Odisha,Sundergarh,Panposh,Pumpkin,Other,FAQ,18/09/2025,1000,1400,1200
Punjab,Amritsar,Rayya,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,3500,3500,3500
Punjab,Amritsar,Rayya,Green Chilli,Green Chilly,FAQ,18/09/2025,3800,3800,3800
Punjab,Gurdaspur,Gurdaspur,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,2000,2500,2300
Punjab,Gurdaspur,Gurdaspur,Brinjal,Other,FAQ,18/09/2025,1400,1600,1500
Punjab,Gurdaspur,Gurdaspur,Coriander(Leaves),Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Gurdaspur,Gurdaspur,Green Chilli,Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Hoshiarpur,Garh Shankar,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,2000,3500,2500
Punjab,Hoshiarpur,Garh Shankar,Green Chilli,Green Chilly,FAQ,18/09/2025,2000,3000,2500
Punjab,Hoshiarpur,Garh Shankar,Papaya,Other,Small,18/09/2025,1400,1700,1500
Punjab,Hoshiarpur,Mukerian,Apple,Apple,Medium,18/09/2025,8500,10500,9500
Punjab,Hoshiarpur,Mukerian,Brinjal,Round,FAQ,18/09/2025,1500,2500,2000
Punjab,Hoshiarpur,Mukerian,Cauliflower,Cauliflower,FAQ,18/09/2025,3000,4000,3500
Punjab,Hoshiarpur,Mukerian,Ginger(Dry),Vegitable-fresh,FAQ,18/09/2025,4200,5000,4600
Punjab,Hoshiarpur,Mukerian,Green Chilli,Other,FAQ,18/09/2025,3500,4500,4000
Punjab,Hoshiarpur,Mukerian,Pomegranate,Pomogranate,Medium,18/09/2025,9000,11000,10000
Punjab,Hoshiarpur,Mukerian,Tomato,Tomato,Non-FAQ,18/09/2025,1500,2500,2000
Punjab,Hoshiarpur,Mukerian(Talwara),Apple,Other,Small,18/09/2025,2000,3000,2500
Punjab,Hoshiarpur,Mukerian(Talwara),Bottle gourd,Bottle Gourd,FAQ,18/09/2025,2000,2800,2400
Punjab,Hoshiarpur,Mukerian(Talwara),Onion,Onion,FAQ,18/09/2025,1600,2200,1900
Punjab,Hoshiarpur,Mukerian(Talwara),Potato,Potato,FAQ,18/09/2025,1200,1400,1300
Punjab,Hoshiarpur,Tanda Urmur,Capsicum,Other,FAQ,18/09/2025,6000,7000,6500
Punjab,Hoshiarpur,Tanda Urmur,Garlic,Other,FAQ,18/09/2025,11000,13000,12000
Punjab,Hoshiarpur,Tanda Urmur,Lemon,Other,FAQ,18/09/2025,5000,6000,5500
Punjab,Hoshiarpur,Tanda Urmur,Papaya,Other,Medium,18/09/2025,4000,5000,4500
Punjab,Hoshiarpur,Tanda Urmur,Pineapple,Other,Medium,18/09/2025,4000,5000,4500
Punjab,Jalandhar,Bilga,Pumpkin,Other,FAQ,18/09/2025,1800,2000,1900
Punjab,Jalandhar,Bilga,Tomato,Other,FAQ,18/09/2025,1800,2000,1900
Punjab,Jalandhar,Phillaur(Apra Mandi),Bhindi(Ladies Finger),Other,FAQ,18/09/2025,3500,3500,3500
Punjab,Jalandhar,Phillaur(Apra Mandi),Green Chilli,Other,FAQ,18/09/2025,3000,3000,3000
Punjab,Jalandhar,Phillaur(Apra Mandi),Squash(Chappal Kadoo),Other,FAQ,18/09/2025,1500,1500,1500
Punjab,Jalandhar,Shahkot,Sponge gourd,Other,FAQ,18/09/2025,2000,2200,2100
Punjab,Ludhiana,Doraha,Capsicum,Capsicum,FAQ,18/09/2025,600,6000,600
Punjab,Ludhiana,Ludhiana,Apple,Other,Medium,18/09/2025,2500,8000,3000
Punjab,Ludhiana,Ludhiana,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,1200,2000,1600
Punjab,Ludhiana,Ludhiana,Cauliflower,Other,FAQ,18/09/2025,300,1800,1000
Punjab,Ludhiana,Ludhiana,Ginger(Dry),Other,FAQ,18/09/2025,2200,3000,2500
Punjab,Ludhiana,Ludhiana,Peas Wet,Other,FAQ,18/09/2025,2000,7000,3600
Punjab,Ludhiana,Ludhiana,Tomato,Other,FAQ,18/09/2025,800,1800,1300
Punjab,Ludhiana,Sahnewal,Potato,Potato,FAQ,18/09/2025,1080,1080,1080
Punjab,Moga,Kot ise Khan,Green Chilli,Other,FAQ,18/09/2025,1200,1400,1300
Punjab,Moga,Kot ise Khan,Potato,Other,Non-FAQ,18/09/2025,800,1000,900
Punjab,Moga,Kot ise Khan,Pumpkin,Other,FAQ,18/09/2025,800,1000,900
Punjab,Mohali,Kharar,Green Chilli,Green Chilly,FAQ,18/09/2025,2000,4000,3000
Punjab,Patiala,Ghanaur,Onion,Other,FAQ,18/09/2025,1300,1500,1400
Punjab,Patiala,Ghanaur,Potato,Other,FAQ,18/09/2025,1100,1300,1200
Punjab,Patiala,Patiala,Brinjal,Brinjal,FAQ,18/09/2025,1500,2500,1800
Punjab,Patiala,Patiala,Cabbage,Cabbage,FAQ,18/09/2025,1500,2000,1800
Punjab,Patiala,Patiala,Onion,Onion,FAQ,18/09/2025,1800,2000,1900
Punjab,Patiala,Patiala,Pomegranate,Pomogranate,Medium,18/09/2025,7000,10000,8000
Rajasthan,Beawar,Beawar,Kulthi(Horse Gram),Other,FAQ,18/09/2025,5400,5500,5450
Rajasthan,Beawar,Beawar,Wheat,Other,FAQ,18/09/2025,2550,2650,2600
Rajasthan,Churu,Churu,Potato,(Red Nanital),Non-FAQ,18/09/2025,1300,1500,1400
Rajasthan,Ganganagar,Sriganganagar (F&V),Bhindi(Ladies Finger),Other,FAQ,18/09/2025,2100,2500,2300
Rajasthan,Ganganagar,Sriganganagar (F&V),Capsicum,Other,FAQ,18/09/2025,3800,4200,4000
Rajasthan,Ganganagar,Sriganganagar (F&V),Ginger(Green),Green Ginger,FAQ,18/09/2025,3900,4300,4100
Rajasthan,Ganganagar,Sriganganagar (F&V),Guava,Guava,Medium,18/09/2025,1500,1900,1700
Rajasthan,Ganganagar,Sriganganagar (F&V),Onion,Other,FAQ,18/09/2025,1500,1900,1700
Rajasthan,Ganganagar,Sriganganagar (F&V),Papaya,Other,Medium,18/09/2025,2000,2400,2200
Rajasthan,Ganganagar,Sriganganagar (F&V),Pumpkin,Other,FAQ,18/09/2025,1000,1400,1200
Rajasthan,Ganganagar,Sriganganagar (F&V),Tinda,Other,FAQ,18/09/2025,2800,3200,3000
Rajasthan,Ganganagar,Suratgarh,Garlic,Average,FAQ,18/09/2025,6800,7100,6950
Rajasthan,Ganganagar,Suratgarh,Green Gram (Moong)(Whole),Other,FAQ,18/09/2025,4800,5800,5307
Rajasthan,Hanumangarh,Sangriya,Potato,Potato,FAQ,18/09/2025,1500,2400,1900
