state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price
Haryana,Rewari,Rewari,Tomato,Other,Non-FAQ,18/09/2025,2000,2800,2400
Haryana,Sonipat,Gohana,Apple,Apple,Large,18/09/2025,6000,8000,7000
Haryana,Sonipat,Gohana,Orange,Other,Large,18/09/2025,4500,6000,5000
Haryana,Sonipat,Gohana,Peas cod,Other,FAQ,18/09/2025,8000,10000,9000
Haryana,Sonipat,Gohana,Water Melon,Other,Large,18/09/2025,2000,3000,2500
Himachal Pradesh,Chamba,Chamba,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,6500,7000,6750
Himachal Pradesh,Chamba,Chamba,Brinjal,Other,FAQ,18/09/2025,5000,5500,5250
Himachal Pradesh,Kangra,Dharamshala,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,5000,5500,5250
Himachal Pradesh,Kangra,Dharamshala,Mousambi(Sweet Lime),Other,Medium,18/09/2025,5000,5500,5250
Himachal Pradesh,Kangra,Dharamshala,Onion,Other,FAQ,18/09/2025,2000,2200,2100
Himachal Pradesh,Kangra,Dharamshala,Potato,Other,FAQ,18/09/2025,1500,2200,1900
Himachal Pradesh,Kangra,Kangra,Brinjal,Other,FAQ,18/09/2025,3500,4500,4000
Himachal Pradesh,Kangra,Kangra,Coriander(Leaves),Other,FAQ,18/09/2025,20000,25000,22000
Himachal Pradesh,Kangra,Kangra,Pineapple,Other,Medium,18/09/2025,4000,4500,4200
Himachal Pradesh,Kangra,Kangra(Baijnath),Apple,Apple,Medium,18/09/2025,4500,8000,6000
Himachal Pradesh,Kangra,Kangra(Baijnath),Bitter gourd,Bitter Gourd,FAQ,18/09/2025,4400,4500,4500
Himachal Pradesh,Kangra,Kangra(Baijnath),Bottle gourd,Bottle Gourd,FAQ,18/09/2025,4200,5800,5000
Himachal Pradesh,Kangra,Kangra(Baijnath),Capsicum,Capsicum,FAQ,18/09/2025,9000,9500,9300
Himachal Pradesh,Kangra,Kangra(Baijnath),Cauliflower,Cauliflower,FAQ,18/09/2025,4000,4500,4300
Himachal Pradesh,Kangra,Kangra(Baijnath),Coriander(Leaves),Coriander,FAQ,18/09/2025,25000,25000,25000
Himachal Pradesh,Kangra,Kangra(Baijnath),French Beans (Frasbean),French Beans (Frasbean),FAQ,18/09/2025,9000,9500,9300
Himachal Pradesh,Kangra,Kangra(Baijnath),Ginger(Green),Green Ginger,FAQ,18/09/2025,6000,6500,6300
Himachal Pradesh,Kangra,Kangra(Baijnath),Onion,Onion,FAQ,18/09/2025,2000,2400,2200
Himachal Pradesh,Kangra,Kangra(Baijnath),Pineapple,Other,Medium,18/09/2025,4000,5000,4500
Himachal Pradesh,Kangra,Kangra(Baijnath),Spinach,Other,FAQ,18/09/2025,4000,4000,4000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Apple,American,Medium,18/09/2025,2000,8000,5500
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Carrot,Carrot,FAQ,18/09/2025,2500,2800,2700
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Ginger(Green),Green Ginger,FAQ,18/09/2025,7000,8000,7500
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Mousambi(Sweet Lime),Mousambi,Medium,18/09/2025,5000,5500,5200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Papaya,Other,Medium,18/09/2025,3000,3500,3200
Himachal Pradesh,Shimla,Rohroo,Bitter gourd,Other,FAQ,18/09/2025,3800,4000,3900
Himachal Pradesh,Shimla,Rohroo,Papaya,Other,Large,18/09/2025,4500,5000,4800
Jammu and Kashmir,Rajouri,Rajouri (F&V),Cauliflower,Other,FAQ,18/09/2025,5000,5200,5100
Jammu and Kashmir,Rajouri,Rajouri (F&V),Pomegranate,Other,Small,18/09/2025,9000,9200,9100
Jammu and Kashmir,Rajouri,Rajouri (F&V),Round gourd,Other,FAQ,18/09/2025,4500,4700,4600
Jammu and Kashmir,Udhampur,Udhampur,Banana,Banana - Ripe,Medium,18/09/2025,4200,4600,4400
Jammu and Kashmir,Udhampur,Udhampur,Brinjal,Other,FAQ,18/09/2025,4000,5000,4500
Jammu and Kashmir,Udhampur,Udhampur,Indian Beans (Seam),Other,FAQ,18/09/2025,4000,5000,4500
Jammu and Kashmir,Udhampur,Udhampur,Papaya,Papaya,Medium,18/09/2025,4000,4500,4250
Jammu and Kashmir,Udhampur,Udhampur,Raddish,Other,FAQ,18/09/2025,2000,2500,2250
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,Local,18/09/2025,600,800,700
Karnataka,Bangalore,Ramanagara,Green Avare (W),Green Avare (W),Local,18/09/2025,3500,4000,3800
Karnataka,Bangalore,Ramanagara,Sweet Pumpkin,Sweet Pumpkin,Local,18/09/2025,2400,2800,2600
Karnataka,Belgaum,Kudchi,She Goat,She Goat,Local,18/09/2025,6500,7500,7224
Karnataka,Chamrajnagar,Chamaraj Nagar,Arecanut(Betelnut/Supari),Other,Local,18/09/2025,14000,14000,14000
Karnataka,Chamrajnagar,Chamaraj Nagar,Beetroot,Beetroot,Local,18/09/2025,1000,1500,1300
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,Cabbage,Local,18/09/2025,1000,1500,1300
Karnataka,Chamrajnagar,Chamaraj Nagar,Carrot,Carrot,Local,18/09/2025,1000,1500,1300
Karnataka,Chamrajnagar,Chamaraj Nagar,Tomato,Tomato,Local,18/09/2025,500,1000,750
Karnataka,Chitradurga,Hiriyur,Coconut,Grade-I,Local,18/09/2025,25,25,25
Karnataka,Dharwad,Kalagategi,Maize,Local,Local,18/09/2025,2200,2250,2236
Karnataka,Karwar(Uttar Kannad),Haliyala,Paddy(Dhan)(Common),Paddy Medium,Local,18/09/2025,2400,2400,2400
Kerala,Alappuzha,Chengannur,Banana - Green,Banana - Green,FAQ,18/09/2025,3000,3300,3200
Kerala,Alappuzha,Chengannur,Bitter gourd,Other,FAQ,18/09/2025,3900,4300,4000
Kerala,Alappuzha,Chengannur,Cabbage,Other,FAQ,18/09/2025,2900,3200,3000
Kerala,Alappuzha,Chengannur,Cluster beans,Cluster Beans,FAQ,18/09/2025,3900,4200,4000
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,18/09/2025,7000,7500,7300
Kerala,Alappuzha,Chengannur,Cowpea(Veg),Cowpea (Veg),FAQ,18/09/2025,3400,4000,3500
Kerala,Alappuzha,Chengannur,Garlic,Garlic,FAQ,18/09/2025,0,0,9000
Kerala,Alappuzha,Chengannur,Onion,Small,FAQ,18/09/2025,3800,4100,4000
Kerala,Alappuzha,Cherthala,Banana - Green,Banana - Green,FAQ,18/09/2025,3200,3400,3300
Kerala,Alappuzha,Cherthala,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,4000,4200,4100
Kerala,Alappuzha,Cherthala,Bitter gourd,Other,FAQ,18/09/2025,3500,3800,3600
Kerala,Alappuzha,Cherthala,Carrot,Carrot,FAQ,18/09/2025,4800,5000,4900
Kerala,Alappuzha,Cherthala,Cowpea(Veg),Cowpea (Veg),FAQ,18/09/2025,5000,5200,5100
Kerala,Alappuzha,Cherthala,Ridgeguard(Tori),Other,FAQ,18/09/2025,4000,4200,4100
Kerala,Alappuzha,Harippad,Cabbage,Other,FAQ,18/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Capsicum,Other,FAQ,18/09/2025,8000,8700,8000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,18/09/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Green Chilli,Other,FAQ,18/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Mango,Other,Medium,18/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Onion,Big,FAQ,18/09/2025,2200,2700,2200
Kerala,Ernakulam,Amalapuram  VFPCK,Banana,Poovan,Large,18/09/2025,5200,5500,5300
Kerala,Ernakulam,Perumbavoor,Beetroot,Beetroot,FAQ,18/09/2025,2500,3500,3000
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,18/09/2025,3700,4700,4000
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,18/09/2025,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Coconut Seed,Coconut Seed,FAQ,18/09/2025,7700,8700,8200
Kerala,Ernakulam,Perumbavoor,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,2200,3200,2700
Kerala,Ernakulam,Perumbavoor,Drumstick,Drumstick,FAQ,18/09/2025,8700,9700,9000
Kerala,Ernakulam,Perumbavoor,Ginger(Green),Green Ginger,FAQ,18/09/2025,7500,8500,8000
Kerala,Ernakulam,Perumbavoor,Lemon,Lemon,FAQ,18/09/2025,8000,9000,8500
Kerala,Ernakulam,Perumbavoor,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,18/09/2025,6000,7000,6500
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,18/09/2025,3000,4000,3500
Kerala,Idukki,KANTHALOOR VFPCK,Cabbage,Cabbage,FAQ,18/09/2025,1200,1800,1500
Kerala,Kannur,Thalasserry,Onion,1st Sort,FAQ,18/09/2025,2000,2200,2100
Kerala,Kollam,Sasthamkotta,Banana,Palayamthodan,Medium,18/09/2025,2000,2400,2200
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,18/09/2025,2000,2400,2200
Kerala,Kollam,Sasthamkotta,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,4000,4500,4200
Kerala,Kollam,Sasthamkotta,Green Chilli,Other,FAQ,18/09/2025,13000,13500,13200
Kerala,Kottayam,Kottayam,Banana,Poovan,Medium,18/09/2025,8200,8600,8400
Kerala,Kottayam,Kottayam,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,3600,4000,3800
Kerala,Kottayam,Kottayam,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,4800,5200,5000
Kerala,Kottayam,Kottayam,Cabbage,Cabbage,FAQ,18/09/2025,3200,3600,3400
Kerala,Kottayam,Kottayam,Cowpea(Veg),Other,FAQ,18/09/2025,3800,4200,4000
Kerala,Kottayam,Kottayam,Green Gram (Moong)(Whole),Other,FAQ,18/09/2025,9600,10800,10200
Kerala,Kottayam,Kottayam,Potato,Potato,FAQ,18/09/2025,3000,3400,3200
Kerala,Kottayam,Kuruppanthura,Beetroot,Beetroot,FAQ,18/09/2025,4000,5000,4500
Kerala,Kottayam,Kuruppanthura,Cabbage,Cabbage,FAQ,18/09/2025,3800,4000,4000
Kerala,Kottayam,Kuruppanthura,Tapioca,Tapioca,FAQ,18/09/2025,3000,3000,3000
Kerala,Kottayam,Pampady,Amaranthus,Amaranthus,FAQ,18/09/2025,3000,4500,3500
Kerala,Kottayam,Pampady,Ashgourd,Other,FAQ,18/09/2025,1500,2500,2000
Kerala,Kottayam,Pampady,Cauliflower,Other,FAQ,18/09/2025,4000,5500,4600
Kerala,Kottayam,Pampady,Cowpea(Veg),Other,FAQ,18/09/2025,6000,7500,6500
Kerala,Kottayam,Pampady,Elephant Yam (Suran),Other,FAQ,18/09/2025,4000,5500,4500
Kerala,Kottayam,Pampady,Little gourd (Kundru),Other,FAQ,18/09/2025,3000,4500,3500
Kerala,Kottayam,Pampady,Mango (Raw-Ripe),Other,FAQ,18/09/2025,5000,6000,5500
Kerala,Kottayam,Pampady,Pumpkin,Pumpkin,FAQ,18/09/2025,2500,4500,3500
Kerala,Kottayam,Pampady,Tapioca,Tapioca,FAQ,18/09/2025,2500,4500,3500
Kerala,Kottayam,Pampady,Tomato,Other,FAQ,18/09/2025,2900,4500,4000
Kerala,Kozhikode(Calicut),Kallachi,Beetroot,Beetroot,FAQ,18/09/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Kallachi,Brinjal,Brinjal,FAQ,18/09/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Onion,Other,Non-FAQ,18/09/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Kallachi,Potato,Other,FAQ,18/09/2025,2400,2800,2600
Kerala,Kozhikode(Calicut),Kallachi,Tomato,Tomato,FAQ,18/09/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,FAQ,18/09/2025,6600,7000,6800
Kerala,Kozhikode(Calicut),Mukkom,Beetroot,Beetroot,FAQ,18/09/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Mukkom,Bhindi(Ladies Finger),Bhindi,FAQ,18/09/2025,3000,3300,3100
Kerala,Kozhikode(Calicut),Mukkom,Bitter gourd,Bitter Gourd,FAQ,18/09/2025,4800,5200,5000
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),Green Ginger,FAQ,18/09/2025,7400,7800,7600
Kerala,Kozhikode(Calicut),Mukkom,Pineapple,Other,Large,18/09/2025,6500,7500,7000
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,FAQ,18/09/2025,2400,2800,2600
Kerala,Kozhikode(Calicut),Mukkom,Pumpkin,Pumpkin,FAQ,18/09/2025,2800,3000,2900
Kerala,Kozhikode(Calicut),Palayam,Amaranthus,Other,FAQ,18/09/2025,2200,2200,2200
Kerala,Kozhikode(Calicut),Palayam,Banana - Green,Other,FAQ,18/09/2025,2600,2600,2600
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,18/09/2025,4200,4200,4200
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,FAQ,18/09/2025,5600,5600,5600
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,FAQ,18/09/2025,3000,3000,3000
Kerala,Kozhikode(Calicut),Palayam,Cluster beans,Other,FAQ,18/09/2025,2700,2700,2700
Kerala,Kozhikode(Calicut),Palayam,Cowpea(Veg),Other,FAQ,18/09/2025,2400,2400,2400
Kerala,Pathanamthitta,Kuttoor,Banana,Other,Medium,18/09/2025,4100,4500,4300
Kerala,Pathanamthitta,Kuttoor,Banana,Palayamthodan,Medium,18/09/2025,3100,3500,3300
Kerala,Pathanamthitta,Kuttoor,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,3600,4000,3800
Kerala,Pathanamthitta,Kuttoor,Tapioca,Other,FAQ,18/09/2025,3600,4000,3800
Kerala,Thiruvananthapuram,PAPPANCHANI VFPCK,Cowpea(Veg),Bean Barbati,FAQ,18/09/2025,78,80,79
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,FAQ,18/09/2025,6500,6800,6500
Kerala,Thiruvananthapuram,Parassala,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,3500,4000,3500
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,FAQ,18/09/2025,6000,6500,6000
Kerala,Wayanad,Pulpally,Cucumbar(Kheera),Other,FAQ,18/09/2025,1500,1700,1600
Madhya Pradesh,Badwani,Sendhwa,Maize,Local,FAQ,18/09/2025,1420,1550,1550
Madhya Pradesh,Balaghat,Balaghat,Kodo Millet(Varagu),Kondo,FAQ,18/09/2025,1800,1850,1850
Madhya Pradesh,Damoh,Javera,Wheat,Mill Quality,FAQ,18/09/2025,2490,2500,2500
Madhya Pradesh,Dhar,Badnawar,Onion,Onion,FAQ,18/09/2025,451,605,575
Madhya Pradesh,Dhar,Dhamnod,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,18/09/2025,8800,8800,8800
Madhya Pradesh,Indore,Indore,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,18/09/2025,8890,9160,9160
Madhya Pradesh,Khandwa,Pandhana,Wheat,Lokwan,FAQ,18/09/2025,2565,2565,2565
Madhya Pradesh,Khargone,Kasrawad,Maize,Yellow,FAQ,18/09/2025,1200,1200,1200
Madhya Pradesh,Khargone,Khargone,Maize,Local,FAQ,18/09/2025,1930,1950,1950
Madhya Pradesh,Khargone,Khargone,Soyabean,Soyabeen,FAQ,18/09/2025,3600,3600,3600
Madhya Pradesh,Morena,Sabalgarh(F&V),Green Chilli,Green Chilly,FAQ,18/09/2025,1500,2000,1750
Madhya Pradesh,Sagar,Shahagarh,Wheat,Wheat,Non-FAQ,18/09/2025,2470,2475,2475
Madhya Pradesh,Satna,Satna,Wheat,Wheat,FAQ,18/09/2025,2465,2503,2500
Madhya Pradesh,Shivpuri,Barad,Mustard,Mustard,FAQ,18/09/2025,6825,6825,6825
Madhya Pradesh,Sidhi,Sidhi,Wheat,Mill Quality,Non-FAQ,18/09/2025,2400,2485,2400
Maharashtra,Ahmednagar,Karjat(Rashin),Bajra(Pearl Millet/Cumbu),Other,Non-FAQ,18/09/2025,2500,2700,2500
Maharashtra,Ahmednagar,Karjat(Rashin),Wheat,Other,FAQ,18/09/2025,2500,2800,2500
Maharashtra,Ahmednagar,Shrirampur,Chilly Capsicum,Other,Local,18/09/2025,1500,2500,2000
Maharashtra,Ahmednagar,Shrirampur,Guar,Other,Local,18/09/2025,4000,5000,4500
Maharashtra,Gadchiroli,Armori(Desaiganj),Paddy(Dhan)(Common),Other,Non-FAQ,18/09/2025,1850,2325,2163
Maharashtra,Mumbai,Mumbai,Beetroot,Other,Local,18/09/2025,1600,2400,2000
Maharashtra,Mumbai,Mumbai,Carrot,Other,Local,18/09/2025,2000,3000,2500
Maharashtra,Mumbai,Mumbai,Guar,Other,Local,18/09/2025,6000,8000,7000
Maharashtra,Mumbai,Mumbai,Lime,Other,Local,18/09/2025,1500,2500,2000
Maharashtra,Pune,Pune(Pimpri),Raddish,Other,Local,18/09/2025,7,8,8
Maharashtra,Raigad,Murud,Rice,Other,Local,18/09/2025,2500,2700,2600
Maharashtra,Sholapur,Akluj,Beetroot,Other,Local,18/09/2025,1500,2300,2000
Maharashtra,Sholapur,Akluj,Bhindi(Ladies Finger),Other,Local,18/09/2025,3000,4000,3500
Maharashtra,Sholapur,Akluj,Green Chilli,Other,Local,18/09/2025,2500,3500,3000
Maharashtra,Thane,Murbad,Bhindi(Ladies Finger),Other,Local,18/09/2025,3500,4500,4000
Odisha,Balasore,Nilagiri,Pumpkin,Other,FAQ,18/09/2025,1200,1300,1250
Odisha,Bargarh,Godabhaga,Bottle gourd,Other,FAQ,18/09/2025,1400,1800,1500
Odisha,Bargarh,Godabhaga,Brinjal,Other,FAQ,18/09/2025,4000,4500,4200
Odisha,Bargarh,Godabhaga,Onion,Other,FAQ,18/09/2025,1800,2000,2000
Odisha,Bargarh,Godabhaga,Pointed gourd (Parval),Other,FAQ,18/09/2025,4200,5000,4500
Odisha,Boudh,Boudh,Potato,Other,Non-FAQ,18/09/2025,1000,1500,1200
Odisha,Cuttack,Banki,Brinjal,Other,FAQ,18/09/2025,4000,4200,4100
Odisha,Dhenkanal,Hindol,Banana - Green,Other,FAQ,18/09/2025,2700,3000,2800
Odisha,Dhenkanal,Hindol,Tomato,Tomato,Non-FAQ,18/09/2025,3500,4000,3800
Odisha,Kalahandi,Junagarh,Tomato,Other,FAQ,18/09/2025,3000,4000,3500
Odisha,Mayurbhanja,Karanjia,Rice,Other,FAQ,18/09/2025,3400,3500,3500
Odisha,Sonepur,Dungurapalli,Brinjal,Other,FAQ,18/09/2025,3000,4000,3500
Odisha,Sonepur,Dungurapalli,Cabbage,Other,FAQ,18/09/2025,4500,5000,4800
Odisha,Sonepur,Dungurapalli,Cauliflower,Other,FAQ,18/09/2025,7500,8000,8000
Odisha,Sonepur,Dungurapalli,Onion,Other,Non-FAQ,18/09/2025,2000,2000,2000
Odisha,Sundergarh,Panposh,Bhindi(Ladies Finger),Other,FAQ,18/09/2025,5000,5400,5200
Odisha,Sundergarh,Panposh,Tomato,Other,Non-FAQ,18/09/2025,3000,3500,3200
Punjab,Amritsar,Rayya,Cauliflower,Local,FAQ,18/09/2025,3000,3000,3000
Punjab,Amritsar,Rayya,Potato,Other,FAQ,18/09/2025,1300,1300,1300
Punjab,Amritsar,Rayya,Tomato,Hybrid,FAQ,18/09/2025,4200,0,4200
Punjab,Bhatinda,Bhagta Bhai Ka,Tomato,Other,FAQ,18/09/2025,2400,2400,2400
Punjab,Gurdaspur,Gurdaspur,Potato,Other,FAQ,18/09/2025,800,1000,900
Punjab,Hoshiarpur,Garh Shankar,Banana,Medium,Medium,18/09/2025,3000,3500,3200
Punjab,Hoshiarpur,Garh Shankar,Cabbage,Cabbage,FAQ,18/09/2025,1500,1800,1700
Punjab,Hoshiarpur,Garh Shankar,Capsicum,Capsicum,FAQ,18/09/2025,4000,5000,4500
Punjab,Hoshiarpur,Garh Shankar,Onion,Other,FAQ,18/09/2025,1500,1800,1700
Punjab,Hoshiarpur,Mukerian,Cabbage,Other,FAQ,18/09/2025,2000,3000,2500
Punjab,Hoshiarpur,Mukerian,Tender Coconut,Tender Coconut,Medium,18/09/2025,550,650,600
Punjab,Hoshiarpur,Mukerian(Talwara),Banana,Other,Large,18/09/2025,2600,3200,2900
Punjab,Hoshiarpur,Tanda Urmur,Apple,Other,Medium,18/09/2025,7000,8000,7500
Punjab,Hoshiarpur,Tanda Urmur,Bitter gourd,Other,FAQ,18/09/2025,4000,5000,4500
Punjab,Hoshiarpur,Tanda Urmur,Cabbage,Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Hoshiarpur,Tanda Urmur,Cucumbar(Kheera),Other,FAQ,18/09/2025,4000,5000,4500
Punjab,Hoshiarpur,Tanda Urmur,Raddish,Other,FAQ,18/09/2025,2500,3000,2800
Punjab,Jalandhar,Bilga,Bitter gourd,Other,FAQ,18/09/2025,1800,2000,1900
Punjab,Jalandhar,Bilga,Brinjal,Other,FAQ,18/09/2025,3800,4000,3900
Punjab,Jalandhar,Bilga,Potato,Other,FAQ,18/09/2025,1800,2000,1900
Punjab,Jalandhar,Bilga,Ridgeguard(Tori),Other,FAQ,18/09/2025,1800,2000,1900
Punjab,Jalandhar,Phillaur(Apra Mandi),Brinjal,Other,FAQ,18/09/2025,3500,3500,3500
Punjab,Jalandhar,Phillaur(Apra Mandi),Potato,Other,FAQ,18/09/2025,1200,1200,1200
Punjab,Jalandhar,Shahkot,Bottle gourd,Other,FAQ,18/09/2025,1400,1600,1500
Punjab,Jalandhar,Shahkot,Brinjal,Other,FAQ,18/09/2025,2300,2500,2400
Punjab,Ludhiana,Doraha,Green Chilli,Other,FAQ,18/09/2025,2200,3000,2750
Punjab,Ludhiana,Ludhiana,Capsicum,Other,FAQ,18/09/2025,2000,4500,3000
Punjab,Ludhiana,Ludhiana,Garlic,Other,FAQ,18/09/2025,3000,5500,4500
Punjab,Ludhiana,Ludhiana,Mousambi(Sweet Lime),Other,Medium,18/09/2025,2000,3000,2700
Punjab,Ludhiana,Ludhiana,Onion,Other,FAQ,18/09/2025,500,1300,900
Punjab,Ludhiana,Sahnewal,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1800,1800,1800
Punjab,Moga,Kot ise Khan,Brinjal,Other,FAQ,18/09/2025,800,1000,900
Punjab,Mohali,Kharar,Apple,Apple,Medium,18/09/2025,5000,8000,6000
Punjab,Mohali,Kharar,Pumpkin,Pumpkin,FAQ,18/09/2025,1500,2000,1700
Punjab,Patiala,Patiala,Apple,Apple,Medium,18/09/2025,4500,6000,5000
Punjab,Patiala,Samana,Banana - Green,Other,FAQ,18/09/2025,2500,4000,3000
Punjab,Patiala,Samana,Brinjal,Other,FAQ,18/09/2025,3000,4000,3500
Punjab,Patiala,Samana,Grapes,Green,Medium,18/09/2025,6000,13000,8000
Punjab,Patiala,Samana,Onion,Other,FAQ,18/09/2025,800,1500,1000
Punjab,Patiala,Samana,Potato,Other,FAQ,18/09/2025,700,1200,1000
Punjab,Sangrur,Ahmedgarh,Apple,American,Medium,18/09/2025,5000,5500,5000
Punjab,Sangrur,Ahmedgarh,Banana,Other,Medium,18/09/2025,2800,3000,3000
Rajasthan,Beawar,Beawar,Guar,Other,FAQ,18/09/2025,4300,4500,4400
Rajasthan,Dungarpur,Dungarpur,Onion,1st Sort,FAQ,18/09/2025,2500,3000,2800
Rajasthan,Ganganagar,Sriganganagar (F&V),Apple,Apple,Medium,18/09/2025,6300,6700,6500
Rajasthan,Ganganagar,Sriganganagar (F&V),Lime,Other,Medium,18/09/2025,3300,3700,3500
Rajasthan,Ganganagar,Sriganganagar (F&V),Mousambi(Sweet Lime),Mosambi-Organic,Medium,18/09/2025,3800,4200,4000
Rajasthan,Ganganagar,Sriganganagar (F&V),Pineapple,Other,Medium,18/09/2025,4800,5200,5000
Rajasthan,Ganganagar,Suratgarh,Cotton,American,FAQ,18/09/2025,7051,7311,7127
Rajasthan,Ganganagar,Suratgarh,Guar,Other,FAQ,18/09/2025,4000,4600,4500
Rajasthan,Ganganagar,Suratgarh,Mustard,Other,FAQ,18/09/2025,6521,6591,6542
Rajasthan,Hanumangarh,Sangriya,Onion,Onion,FAQ,18/09/2025,1600,2500,2000
Rajasthan,Jaipur Rural,Bassi,Barley (Jau),Other,Non-FAQ,18/09/2025,2252,2252,2252
Rajasthan,Jaipur Rural,Bassi,Onion,Other,Non-FAQ,18/09/2025,1800,2200,2000
Rajasthan,Jaipur Rural,Bassi,Wheat,Other,Non-FAQ,18/09/2025,2506,2545,2525
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),MTU-1010,FAQ,18/09/2025,2320,2320,2320
Telangana,Karimnagar,Vemulawada,Paddy(Dhan)(Common),I.R. 64,FAQ,18/09/2025,2300,2320,2320
Telangana,Khammam,Charla,Paddy(Dhan)(Common),MTU-1010,FAQ,18/09/2025,2100,2300,2200
Tripura,North Tripura,Dasda,Kartali (Kantola),Kartali (Kantola),FAQ,18/09/2025,4000,4500,4250
Tripura,South District,Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,4900,5100,5000
Tripura,South District,Barpathari,Kartali (Kantola),Kartali (Kantola),FAQ,18/09/2025,5900,6100,6000
Uttar Pradesh,Aligarh,Charra,Onion,Red,FAQ,18/09/2025,1500,1600,1550
Uttar Pradesh,Aligarh,Charra,Potato,Desi,FAQ,18/09/2025,1000,1100,1050
Uttar Pradesh,Aligarh,Charra,Pumpkin,Pumpkin,FAQ,18/09/2025,600,700,650
Uttar Pradesh,Aligarh,Khair,Green Chilli,Green Chilly,FAQ,18/09/2025,2000,2500,2200
Uttar Pradesh,Aligarh,Khair,Tomato,Hybrid,Non-FAQ,18/09/2025,2500,3000,2800
Uttar Pradesh,Badaun,Babrala,Wood,Eucalyptus,FAQ,18/09/2025,580,600,590
Uttar Pradesh,Badaun,Visoli,Maize,Yellow,FAQ,18/09/2025,2000,2010,2000
Uttar Pradesh,Badaun,Wazirganj,Maize,Yellow,FAQ,18/09/2025,2175,2240,2225
Uttar Pradesh,Badaun,Wazirganj,Maize,Yellow,Non-FAQ,18/09/2025,2000,2030,2020
Uttar Pradesh,Balrampur,Panchpedwa,Green Chilli,Green Chilly,FAQ,18/09/2025,3200,3600,3400
Uttar Pradesh,Balrampur,Panchpedwa,Gur(Jaggery),Red,FAQ,18/09/2025,4000,4200,4100
Uttar Pradesh,Balrampur,Panchpedwa,Potato,Potato,FAQ,18/09/2025,1200,1600,1400
Uttar Pradesh,Bijnor,Chaandpur,Onion,Other,FAQ,18/09/2025,900,1100,1000
Uttar Pradesh,Bulandshahar,Gulavati,Bottle gourd,Bottle Gourd,FAQ,18/09/2025,1000,1200,1100
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,18/09/2025,1100,1300,1200
Uttar Pradesh,Bulandshahar,Gulavati,Cucumbar(Kheera),Cucumbar,FAQ,18/09/2025,1300,1500,1400
Uttar Pradesh,Bulandshahar,Gulavati,Green Chilli,Green Chilly,FAQ,18/09/2025,2100,2300,2200
Uttar Pradesh,Bulandshahar,Gulavati,Onion,Red,FAQ,18/09/2025,1500,1700,1600
